2025-10-07 08:59:10 | INFO     | TradingBot | 
2025-10-07 10:00:20 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:20 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:21 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:21 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:22 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:22 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:23 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:23 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:24 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:24 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:25 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:25 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:26 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:26 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:27 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:27 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:28 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:28 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:29 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:29 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:30 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:30 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:31 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:31 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:32 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:32 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:33 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:33 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:34 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:34 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:35 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:35 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:36 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:36 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:37 | INFO     | TradingBot | ⏰ Calculating reference levels from 09:45-10:00 candles...
2025-10-07 10:00:37 | WARNING  | TradingBot | No Nifty candles available for reference window
2025-10-07 10:00:38 | INFO     | TradingBot | 
Received signal 2. Shutting down gracefully...
2025-10-07 10:00:38 | INFO     | TradingBot | 
🛑 Shutting down trading bot...
2025-10-07 10:04:54 | INFO     | TradingBot | 
================================================================================
2025-10-07 10:04:54 | INFO     | TradingBot | 🚀 NIFTY OPTIONS TRADING BOT STARTING...
2025-10-07 10:04:54 | INFO     | TradingBot | ================================================================================
2025-10-07 10:04:54 | INFO     | TradingBot | 📊 Nifty Token: 256265
2025-10-07 10:04:54 | INFO     | TradingBot | 🔗 Subscribing to Nifty spot for real-time data...
2025-10-07 10:04:54 | INFO     | TradingBot | ✅ WebSocket started - receiving Nifty ticks
2025-10-07 10:04:54 | INFO     | TradingBot | ⏰ Script started after 10 AM - fetching historical data for reference levels...
2025-10-07 10:04:54 | INFO     | TradingBot | 📥 Fetching Nifty historical data from 09:45 to 10:00...
2025-10-07 10:04:54 | INFO     | TradingBot | Got 15 Nifty candles for reference calculation
2025-10-07 10:04:54 | INFO     | TradingBot | ✅ Reference levels calculated from historical data (will refine after strike selection)
2025-10-07 10:04:54 | INFO     | TradingBot | 🎯 Selecting strikes at 10:00...
2025-10-07 10:04:54 | ERROR    | TradingBot | Could not fetch Nifty spot price
2025-10-07 10:04:55 | INFO     | TradingBot | 🎯 Selecting strikes at 10:00...
2025-10-07 10:04:55 | INFO     | TradingBot | ✅ Strikes selected:
2025-10-07 10:04:55 | INFO     | TradingBot |    Call: NIFTY25O1425000CE (Token: 10924290)
2025-10-07 10:04:55 | INFO     | TradingBot |    Put: NIFTY25O1425400PE (Token: 10932226)
2025-10-07 10:04:55 | ERROR    | TradingBot | Error subscribing to options: close reason without close code
2025-10-07 10:04:55 | INFO     | TradingBot | 📥 Fetching Nifty historical data for reference recalculation...
2025-10-07 10:04:55 | INFO     | TradingBot | 📥 Fetching historical option data from 09:45 to 10:04:55...
2025-10-07 10:04:55 | ERROR    | TradingBot | Error recalculating reference levels: Invalid comparison between dtype=datetime64[ns, tzoffset(None, 19800)] and datetime
2025-10-07 10:05:00 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': 25200.55, 'high': 25200.9, 'low': 25198.9, 'close': 25199.4, 'timestamp': datetime.datetime(2025, 10, 7, 10, 0), 'token': 256265}
2025-10-07 10:10:00 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': 25199.7, 'high': 25199.9, 'low': 25183.9, 'close': 25185.75, 'timestamp': datetime.datetime(2025, 10, 7, 10, 5), 'token': 256265}
2025-10-07 10:10:10 | INFO     | TradingBot | 
Received signal 2. Shutting down gracefully...
2025-10-07 10:10:11 | INFO     | TradingBot | 
🛑 Shutting down trading bot...
2025-10-07 10:10:13 | INFO     | TradingBot | 
================================================================================
2025-10-07 10:10:13 | INFO     | TradingBot | 🚀 NIFTY OPTIONS TRADING BOT STARTING...
2025-10-07 10:10:13 | INFO     | TradingBot | ================================================================================
2025-10-07 10:10:16 | INFO     | TradingBot | 📊 Nifty Token: 256265
2025-10-07 10:10:16 | INFO     | TradingBot | 🔗 Subscribing to Nifty spot for real-time data...
2025-10-07 10:10:16 | INFO     | TradingBot | ✅ WebSocket started - receiving Nifty ticks
2025-10-07 10:10:16 | INFO     | TradingBot | ⏰ Script started after 10 AM - fetching historical data for reference levels...
2025-10-07 10:10:16 | INFO     | TradingBot | 📥 Fetching Nifty historical data from 09:45 to 10:00...
2025-10-07 10:10:16 | INFO     | TradingBot | Got 15 Nifty candles for reference calculation
2025-10-07 10:10:16 | INFO     | TradingBot | ✅ Reference levels calculated from historical data (will refine after strike selection)
2025-10-07 10:10:16 | INFO     | TradingBot | 🎯 Selecting strikes at 10:00...
2025-10-07 10:10:16 | ERROR    | TradingBot | Could not fetch Nifty spot price
2025-10-07 10:10:17 | INFO     | TradingBot | 🎯 Selecting strikes at 10:00...
2025-10-07 10:10:17 | INFO     | TradingBot | ✅ Strikes selected:
2025-10-07 10:10:17 | INFO     | TradingBot |    Call: NIFTY25O1425000CE (Token: 10924290)
2025-10-07 10:10:17 | INFO     | TradingBot |    Put: NIFTY25O1425400PE (Token: 10932226)
2025-10-07 10:10:17 | ERROR    | TradingBot | Error subscribing to options: close reason without close code
2025-10-07 10:10:17 | INFO     | TradingBot | 📥 Fetching Nifty historical data for reference recalculation...
2025-10-07 10:10:17 | INFO     | TradingBot | 📥 Fetching historical option data from 09:45 to 10:10:17...
2025-10-07 10:10:18 | INFO     | TradingBot | ✅ Reference levels recalculated with historical option data
2025-10-07 10:10:18 | INFO     | TradingBot |    Nifty: 15 candles, Call: 16 candles, Put: 16 candles
2025-10-07 10:10:21 | INFO     | TradingBot | 
Received signal 2. Shutting down gracefully...
2025-10-07 10:10:22 | INFO     | TradingBot | 
🛑 Shutting down trading bot...
2025-10-07 10:13:18 | INFO     | TradingBot | 
================================================================================
2025-10-07 10:13:18 | INFO     | TradingBot | 🚀 NIFTY OPTIONS TRADING BOT STARTING...
2025-10-07 10:13:18 | INFO     | TradingBot | ================================================================================
2025-10-07 10:13:18 | INFO     | TradingBot | 📊 Nifty Token: 256265
2025-10-07 10:13:18 | INFO     | TradingBot | 🔗 Subscribing to Nifty spot for real-time data...
2025-10-07 10:13:18 | INFO     | TradingBot | ✅ WebSocket started - receiving Nifty ticks
2025-10-07 10:13:18 | INFO     | TradingBot | ⏰ Script started after 10 AM - fetching historical data for reference levels...
2025-10-07 10:13:18 | INFO     | TradingBot | 📥 Fetching Nifty historical data from 09:45 to 10:00...
2025-10-07 10:13:19 | INFO     | TradingBot | Got 15 Nifty candles for reference calculation
2025-10-07 10:13:19 | INFO     | TradingBot | ✅ Reference levels calculated from historical data (will refine after strike selection)
2025-10-07 10:13:19 | INFO     | TradingBot | 🎯 Selecting strikes at 10:00...
2025-10-07 10:13:19 | ERROR    | TradingBot | Could not fetch Nifty spot price
2025-10-07 10:13:20 | INFO     | TradingBot | 🎯 Selecting strikes at 10:00...
2025-10-07 10:13:20 | INFO     | TradingBot | ✅ Strikes selected:
2025-10-07 10:13:20 | INFO     | TradingBot |    Call: NIFTY25O1425000CE (Token: 10924290)
2025-10-07 10:13:20 | INFO     | TradingBot |    Put: NIFTY25O1425400PE (Token: 10932226)
2025-10-07 10:13:20 | ERROR    | TradingBot | Error subscribing to options: close reason without close code
2025-10-07 10:13:20 | INFO     | TradingBot | Continuing without WebSocket subscription - will use REST API fallback
2025-10-07 10:13:20 | INFO     | TradingBot | 📥 Fetching Nifty historical data for reference recalculation...
2025-10-07 10:13:20 | INFO     | TradingBot | 📥 Fetching historical option data from 09:45 to 10:13:20...
2025-10-07 10:13:20 | INFO     | TradingBot | ✅ Reference levels recalculated with historical option data
2025-10-07 10:13:20 | INFO     | TradingBot |    Nifty: 15 candles, Call: 16 candles, Put: 16 candles
2025-10-07 10:17:12 | INFO     | TradingBot | 
================================================================================
2025-10-07 10:17:12 | INFO     | TradingBot | 🚀 NIFTY OPTIONS TRADING BOT STARTING...
2025-10-07 10:17:12 | INFO     | TradingBot | ================================================================================
2025-10-07 10:17:12 | INFO     | TradingBot | 📊 Nifty Token: 256265
2025-10-07 10:17:12 | INFO     | TradingBot | 🔗 Subscribing to Nifty spot for real-time data...
2025-10-07 10:17:12 | INFO     | TradingBot | ✅ WebSocket started - receiving Nifty ticks
2025-10-07 10:17:12 | INFO     | TradingBot | ⏰ Script started after 10 AM - fetching historical data for reference levels...
2025-10-07 10:17:12 | INFO     | TradingBot | 📥 Fetching Nifty historical data from 09:45 to 10:00...
2025-10-07 10:17:12 | INFO     | TradingBot | Got 15 Nifty candles for reference calculation
2025-10-07 10:17:12 | INFO     | TradingBot | ✅ Reference levels calculated from historical data (will refine after strike selection)
2025-10-07 10:17:12 | INFO     | TradingBot | 🎯 Selecting strikes at 10:00...
2025-10-07 10:17:12 | ERROR    | TradingBot | Could not fetch Nifty spot price
2025-10-07 10:17:13 | INFO     | TradingBot | 🎯 Selecting strikes at 10:00...
2025-10-07 10:17:13 | INFO     | TradingBot | ✅ Strikes selected:
2025-10-07 10:17:13 | INFO     | TradingBot |    Call: NIFTY25O1425000CE (Token: 10924290)
2025-10-07 10:17:13 | INFO     | TradingBot |    Put: NIFTY25O1425400PE (Token: 10932226)
2025-10-07 10:17:14 | ERROR    | TradingBot | Error subscribing to options: close reason without close code
2025-10-07 10:17:14 | INFO     | TradingBot | Continuing without WebSocket subscription - will use REST API fallback
2025-10-07 10:17:14 | INFO     | TradingBot | 📥 Fetching Nifty historical data for reference recalculation...
2025-10-07 10:17:14 | INFO     | TradingBot | 📥 Fetching historical option data from 09:45 to 10:17:14...
2025-10-07 10:17:14 | INFO     | TradingBot | ✅ Reference levels recalculated with historical option data
2025-10-07 10:17:14 | INFO     | TradingBot |    Nifty: 15 candles, Call: 16 candles, Put: 16 candles
2025-10-07 10:43:10 | INFO     | TradingBot | 
================================================================================
2025-10-07 10:43:10 | INFO     | TradingBot | 🚀 NIFTY OPTIONS TRADING BOT STARTING...
2025-10-07 10:43:10 | INFO     | TradingBot | ================================================================================
2025-10-07 10:43:10 | INFO     | TradingBot | 📊 Nifty Token: 256265
2025-10-07 10:43:10 | INFO     | TradingBot | 🔗 Subscribing to Nifty spot for real-time data...
2025-10-07 10:43:10 | INFO     | TradingBot | ✅ WebSocket started - receiving Nifty ticks
2025-10-07 10:43:10 | INFO     | TradingBot | ⏰ Script started after 10 AM - fetching historical data for reference levels...
2025-10-07 10:43:10 | INFO     | TradingBot | 📥 Fetching Nifty historical data from 09:45 to 10:00...
2025-10-07 10:43:10 | INFO     | TradingBot | Got 15 Nifty candles for reference calculation
2025-10-07 10:43:10 | INFO     | TradingBot | ✅ Reference levels calculated from historical data (will refine after strike selection)
2025-10-07 10:43:10 | INFO     | TradingBot | 🎯 Selecting strikes at 10:00...
2025-10-07 10:43:10 | INFO     | TradingBot | ✅ Strikes selected:
2025-10-07 10:43:10 | INFO     | TradingBot |    Call: NIFTY25O1424950CE (Token: 10923778)
2025-10-07 10:43:10 | INFO     | TradingBot |    Put: NIFTY25O1425350PE (Token: 10931714)
2025-10-07 10:43:10 | WARNING  | TradingBot | WebSocket not connected, cannot add options
2025-10-07 10:43:10 | INFO     | TradingBot | Will rely on REST API for option data
2025-10-07 10:43:10 | INFO     | TradingBot | 📥 Fetching Nifty historical data for reference recalculation...
2025-10-07 10:43:11 | INFO     | TradingBot | 📥 Fetching historical option data from 09:45 to 10:43:10...
2025-10-07 10:43:11 | INFO     | TradingBot | ✅ Reference levels recalculated with historical option data
2025-10-07 10:43:11 | INFO     | TradingBot |    Nifty: 15 candles, Call: 16 candles, Put: 16 candles
2025-10-07 10:44:27 | INFO     | TradingBot | 
Received signal 2. Shutting down gracefully...
2025-10-07 10:44:27 | INFO     | TradingBot | 
🛑 Shutting down trading bot...
2025-10-07 10:58:09 | INFO     | TradingBot | 
================================================================================
2025-10-07 10:58:09 | INFO     | TradingBot | 🚀 NIFTY OPTIONS TRADING BOT STARTING...
2025-10-07 10:58:09 | INFO     | TradingBot | ================================================================================
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 Nifty Token: 256265
2025-10-07 10:58:10 | INFO     | TradingBot | 🔗 Subscribing to Nifty spot for real-time data...
2025-10-07 10:58:10 | INFO     | TradingBot | ✅ WebSocket started - receiving Nifty ticks
2025-10-07 10:58:10 | INFO     | TradingBot | ⏰ Script started at 10:58:10 - fetching historical data from 9:15...
2025-10-07 10:58:10 | INFO     | TradingBot | 📥 Fetching Nifty historical data from 09:15 to 10:58...
2025-10-07 10:58:10 | INFO     | TradingBot | ✅ Got 104 Nifty candles from 9:15 to 10:58
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25122.45), 'high': np.float64(25130.2), 'low': np.float64(25084.9), 'close': np.float64(25084.9), 'timestamp': Timestamp('2025-10-07 09:15:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25083.6), 'high': np.float64(25115.8), 'low': np.float64(25083.6), 'close': np.float64(25111.15), 'timestamp': Timestamp('2025-10-07 09:20:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25115.45), 'high': np.float64(25119.05), 'low': np.float64(25101.6), 'close': np.float64(25119.05), 'timestamp': Timestamp('2025-10-07 09:25:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25111.65), 'high': np.float64(25121.1), 'low': np.float64(25111.65), 'close': np.float64(25118.55), 'timestamp': Timestamp('2025-10-07 09:30:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25118.5), 'high': np.float64(25133.1), 'low': np.float64(25118.5), 'close': np.float64(25133.1), 'timestamp': Timestamp('2025-10-07 09:35:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25141.65), 'high': np.float64(25146.05), 'low': np.float64(25135.2), 'close': np.float64(25146.05), 'timestamp': Timestamp('2025-10-07 09:40:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25145.7), 'high': np.float64(25163.65), 'low': np.float64(25145.7), 'close': np.float64(25161.05), 'timestamp': Timestamp('2025-10-07 09:45:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25163.3), 'high': np.float64(25182.55), 'low': np.float64(25163.3), 'close': np.float64(25178.25), 'timestamp': Timestamp('2025-10-07 09:50:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25192.9), 'high': np.float64(25192.9), 'low': np.float64(25178.55), 'close': np.float64(25180.75), 'timestamp': Timestamp('2025-10-07 09:55:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25189.65), 'high': np.float64(25199.9), 'low': np.float64(25189.3), 'close': np.float64(25199.9), 'timestamp': Timestamp('2025-10-07 10:00:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25191.85), 'high': np.float64(25191.85), 'low': np.float64(25185.75), 'close': np.float64(25185.75), 'timestamp': Timestamp('2025-10-07 10:05:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25191.6), 'high': np.float64(25191.6), 'low': np.float64(25183.65), 'close': np.float64(25183.65), 'timestamp': Timestamp('2025-10-07 10:10:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25189.0), 'high': np.float64(25189.0), 'low': np.float64(25178.85), 'close': np.float64(25180.7), 'timestamp': Timestamp('2025-10-07 10:15:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25185.3), 'high': np.float64(25185.3), 'low': np.float64(25173.2), 'close': np.float64(25173.2), 'timestamp': Timestamp('2025-10-07 10:20:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25180.4), 'high': np.float64(25180.4), 'low': np.float64(25173.75), 'close': np.float64(25177.0), 'timestamp': Timestamp('2025-10-07 10:25:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25191.5), 'high': np.float64(25191.5), 'low': np.float64(25172.0), 'close': np.float64(25172.0), 'timestamp': Timestamp('2025-10-07 10:30:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25171.1), 'high': np.float64(25183.45), 'low': np.float64(25167.45), 'close': np.float64(25183.45), 'timestamp': Timestamp('2025-10-07 10:35:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25184.2), 'high': np.float64(25184.2), 'low': np.float64(25170.2), 'close': np.float64(25170.2), 'timestamp': Timestamp('2025-10-07 10:40:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25168.95), 'high': np.float64(25171.25), 'low': np.float64(25164.35), 'close': np.float64(25164.35), 'timestamp': Timestamp('2025-10-07 10:45:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 5-min candle complete for token 256265: {'open': np.float64(25165.9), 'high': np.float64(25166.05), 'low': np.float64(25158.15), 'close': np.float64(25162.95), 'timestamp': Timestamp('2025-10-07 10:50:00+0530', tz='tzoffset(None, 19800)'), 'token': 256265}
2025-10-07 10:58:10 | INFO     | TradingBot | ⚡ Current time >= 10:00 AM - calculating reference levels and selecting strikes...
2025-10-07 10:58:10 | INFO     | TradingBot | 📊 Using 16 candles from 9:45-10:00 for reference levels
2025-10-07 10:58:10 | INFO     | TradingBot | ✅ Reference levels calculated from historical data
2025-10-07 10:58:10 | INFO     | TradingBot | 🎯 Selecting strikes at 10:00...
2025-10-07 10:58:10 | INFO     | TradingBot | ✅ Strikes selected:
2025-10-07 10:58:10 | INFO     | TradingBot |    Call: NIFTY25O1424950CE (Token: 10923778)
